Project ,Date,Plot,Unit,Observers,Plot_area,Units_dist,Units_dbh,Tree_id,Species,Azimuth,Distance,DBH,Height,CBH,Decay_Class,Char_Height,Scorch_Height,Beetle,Cone,Shrub,Notes,Entry_date,Entered_by,BA,BAF
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P6,PIPO,150,9,15.5,76.3,46.5,L,9,NA,G,M,0,,20231014,CC,1.3103235,13.103235
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P7,PIPO,160,9,7.3,49.6,31.6,L,6.5,NA,G,NA,0,,20231014,CC,0.29064366,2.9064366
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,148,PIPO,170,14.5,12.1,57.9,30,L,9.5,NA,G,S,0,,20231014,CC,0.79852014,7.9852014
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P9,PIPO,193,19.5,11.4,57.2,28.6,L,11,NA,G,S,0,,20231014,CC,0.70880184,7.0880184
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P10,PIPO,202,30.5,12.6,55.4,30.9,L,20,NA,G,S,1,,20231014,CC,0.86587704,8.6587704
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P11,PIPO,242,25,13.3,70.6,31.2,L,17,NA,G,M,0,,20231014,CC,0.96475806,9.6475806
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P12,PIPO,265,21.5,7.3,45.2,27.1,L,9.5,NA,G,S,0,,20231014,CC,0.29064366,2.9064366
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P13,PIPO,273,34.5,13.5,67.9,39,L,12.5,NA,G,M,0,,20231014,CC,0.9939915,9.939915
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P14,PIPO,296,24.5,6.4,32.8,NA,D1,7.5,NA,G,NA,NA,,20231014,CC,0.22339584,2.2339584
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P15,PIPO,356,36.5,9.5,37.2,NA,D1,15.5,NA,D,NA,NA,,20231014,CC,0.4922235,4.922235
Salter,20231004,42,PFA,"CC, NS, CP",0.1,ft,in,128,PIPO,17,22,20.1,96.1,35,L,14.8,NA,G,S,0,,20231012,CC,2.20347054,22.0347054
Salter,20231004,42,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,20,31.5,11.9,78.1,33.4,L,15.7,NA,G,S,0,,20231012,CC,0.77234094,7.7234094
Salter,20231004,42,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,101,36,20.9,98.4,64.7,L,25,NA,G,S,0,,20231012,CC,2.38236174,23.8236174
Salter,20231004,42,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,128,19,19.5,85.5,62.1,L,29,NA,G,S,0,,20231012,CC,2.0738835,20.738835
Salter,20231004,42,PFA,"CC, NS, CP",0.1,ft,in,P5,PIPO,330,18.5,24,98.2,53.7,L,17.8,NA,G,S,0,,20231012,CC,3.141504,31.41504
Salter,20231004,43,PFA,"CC, NS, CP",0.1,ft,in,127,PIPO,93,27.5,16.1,82.9,30.9,L,4,NA,G,M,0,,20231013,CC,1.41373134,14.1373134
Salter,20231004,43,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,107,24.5,20.3,87.6,56.3,L,15,NA,G,D,0,,20231013,CC,2.24753886,22.4753886
Salter,20231004,43,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,180,34.5,21.8,80.3,36.2,L,15,NA,G,D,1,,20231013,CC,2.59195896,25.9195896
Salter,20231004,43,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,220,12.5,22.9,82.2,40.2,L,15.1,NA,G,D,0,,20231013,CC,2.86013214,28.6013214
Salter,20231004,44,PFA,"CC, NS, CP",0.1,ft,in,126,PIPO,42,17.5,23.5,80.3,19.4,L,5.5,NA,G,D,0,,20231013,CC,3.0119715,30.119715
Salter,20231004,44,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,123,30.5,19,73.3,34.9,L,12.5,NA,G,D,0,,20231013,CC,1.968894,19.68894
Salter,20231004,44,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,206,23.5,21.2,85.5,34.1,L,10.5,NA,G,D,1,,20231013,CC,2.45124576,24.5124576
Salter,20231004,44,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,274,28.5,15.2,68.3,33.5,L,3,NA,G,D,1,,20231013,CC,1.26009216,12.6009216
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,125,PIPO,23,19,22.8,90.7,23,L,5.1,NA,G,S,0,,20231013,CC,2.83520736,28.3520736
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,72,22.5,28.8,86.3,26.5,L,11.3,NA,G,S,0,,20231013,CC,4.52376576,45.2376576
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,218,37,13.1,77.3,62.9,L,7,NA,G,S,0,,20231013,CC,0.93596094,9.3596094
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,247,22.5,20.6,91.9,43.7,L,2,NA,G,M,0,,20231013,CC,2.31445944,23.1445944
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P5,PIPO,250,16,6.1,37.4,13.3,L,2.7,NA,G,S,0,,20231013,CC,0.20294334,2.0294334
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P6,PIPO,264,30,4.8,18.1,14.9,L,4.3,NA,G,N,0,,20231013,CC,0.12566016,1.2566016
Salter,20231004,45,PFA,"CC, NS, CP",0.1,ft,in,P7,PIPO,286,14.5,9.9,62.9,25,L,2.5,NA,G,S,0,,20231013,CC,0.53454654,5.3454654
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,140,PIPO,57,19,17.7,78.3,41.5,L,28,NA,G,S,0,,20231013,CC,1.70868366,17.0868366
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,101,29.5,16.6,69.1,37.1,L,24,NA,G,S,0,,20231013,CC,1.50290424,15.0290424
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,153,10,21.3,83.4,NA,D2,30,NA,G,S,0,,20231013,CC,2.47442526,24.7442526
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,239,20,17,73.1,35.6,L,17,NA,G,S,0,,20231013,CC,1.576206,15.76206
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,P5,PIPO,275,34.5,18,78.2,42.1,L,11,NA,G,S,0,,20231013,CC,1.767096,17.67096
Salter,20231004,46,PFA,"CC, NS, CP",0.1,ft,in,P6,PIPO,319,7,12.3,48.2,29.3,L,15,NA,G,S,0,,20231013,CC,0.82513566,8.2513566
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,141,PIPO,21,18,11.3,52.5,20.2,L,6.2,NA,G,S,0,,20231014,CC,0.69642126,6.9642126
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,68,29,14.7,72.7,22.5,L,2.1,NA,G,S,1,,20231014,CC,1.17855486,11.7855486
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,93,36,14.1,61.4,14.3,L,2.6,NA,G,S,0,,20231014,CC,1.08430974,10.8430974
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,231,28,20.8,87.3,21.6,L,6,NA,G,S,0,,20231014,CC,2.35961856,23.5961856
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,P5,PIPO,261,33.5,16.7,68.8,15.2,L,8,NA,G,D,0,,20231014,CC,1.52106606,15.2106606
Salter,20231004,47,PFA,"CC, NS, CP",0.1,ft,in,P6,PIPO,333,14.5,21.3,73.5,17.9,L,4.6,NA,G,D,0,,20231014,CC,2.47442526,24.7442526
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,144,PIPO,21,23.5,10.7,44.6,14.5,L,7.3,NA,G,S,0,,20231014,CC,0.62442846,6.2442846
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,Q1,QUGA,164,31,4.4,13,4.1,L,0.5,NA,NA,NA,1,,20231014,CC,0.10558944,1.0558944
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,Q2,QUGA,169,34,5.3,22,4.5,L,0.5,NA,NA,NA,1,,20231014,CC,0.15320286,1.5320286
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,Q3,QUGA,180,30,4.3,16.4,3.6,L,0.5,NA,NA,NA,1,,20231014,CC,0.10084446,1.0084446
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,183,23.5,16.3,70.3,41,L,1.5,NA,G,M,1,,20231014,CC,1.44907326,14.4907326
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,216,30.5,12,57,20,L,2.5,NA,G,S,0,,20231014,CC,0.785376,7.85376
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,235,26.5,15.4,73.2,42.9,L,2.8,NA,G,S,0,,20231014,CC,1.29347064,12.9347064
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P5,PIPO,236,24,6.1,34,20.8,L,1,NA,G,N,0,,20231014,CC,0.20294334,2.0294334
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P11,PIPO,240,28,18.2,73.4,17.2,L,1.5,NA,G,D,0,,20231014,CC,1.80658296,18.0658296
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P6,PIPO,287,34,9.5,56.7,18.3,L,7.3,NA,G,D,0,,20231014,CC,0.4922235,4.922235
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P7,PIPO,289,34.5,7.2,33,19.2,L,8.4,NA,G,D,0,,20231014,CC,0.28273536,2.8273536
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P8,PIPO,301,20.5,10,50.4,8.9,L,1,NA,G,N,0,,20231014,CC,0.5454,5.454
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P9,PIPO,302,35,6.7,42,25.2,L,2.9,NA,G,N,0,,20231014,CC,0.24483006,2.4483006
Salter,20231005,51,PFA,"CC, NS, CP",0.1,ft,in,P10,PIPO,320,33,11.5,62.1,14.1,L,8.2,NA,G,M,0,,20231014,CC,0.7212915,7.212915
Salter,20231004,52,PFA,"CC, NS, CP",0.1,ft,in,142,PIPO,15,28.5,21.7,68.4,26.7,L,7.5,NA,G,D,0,,20231014,CC,2.56823406,25.6823406
Salter,20231004,52,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,55,36,14.6,64.4,34.2,L,NA,NA,G,S,0,,20231014,CC,1.16257464,11.6257464
Salter,20231004,52,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,164,17,21,82.9,28.1,L,7,NA,G,D,0,,20231014,CC,2.405214,24.05214
Salter,20231004,52,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,251,30.5,22.5,89.3,45.3,L,10,NA,G,D,0,,20231014,CC,2.7610875,27.610875
Salter,20231005,53,PFA,"CC, NS, CP",0.1,ft,in,143,PIPO,77,33,24.8,78,16,L,12,NA,G,D,0,,20231016,CC,3.35442816,33.5442816
Salter,20231005,53,PFA,"CC, NS, CP",0.1,ft,in,P2,PIPO,260,29,18.7,75.2,21.7,L,7,NA,G,M,0,,20231016,CC,1.90720926,19.0720926
Salter,20231005,53,PFA,"CC, NS, CP",0.1,ft,in,P3,PIPO,310,21.5,21.9,74.5,29.5,L,15,NA,G,M,0,,20231016,CC,2.61579294,26.1579294
Salter,20231005,53,PFA,"CC, NS, CP",0.1,ft,in,P4,PIPO,335,23,23,81.3,39.3,L,22,NA,G,M,0,,20231016,CC,2.885166,28.85166
