Project ,Date,Plot,Unit,Observers,Plot_area,Units_dist,Units_dbh,Tree_id,Species,Azimuth,Distance,DBH,Height,CBH,Decay_Class,Char_Height,Scorch_Height,Beetle,Cone,Shrub,Notes,Entry_date,Entered_by,BA,BAF
Salter,20230919,20,5,"CC, NS, CM",0.1,ft,in,P9,PIPO,225,34.5,16.3,78,48.1,L,3,NA,G,D,0,,20231009,CC,1.44907326,14.4907326
Salter,20230919,20,5,"CC, NS, CM",0.1,ft,in,942,PIPO,278,22,17.2,80.8,38.8,L,1,NA,G,S,0,,20231009,CC,1.61351136,16.1351136
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,P1,PIPO,171,27,18.9,77.9,39.9,L,10.2,NA,G,D,0,,20230930,CC,1.94822334,19.4822334
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,943,PIPO,189,18,24.2,90.9,31.4,L,5.7,NA,G,D,0,,20230930,CC,3.19408056,31.9408056
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,P3,PIPO,225,36,21,80.9,45.2,L,12.67,NA,G,D,0,,20230930,CC,2.405214,24.05214
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,P4,PIPO,247,34,21.3,85.6,32.9,L,10.2,NA,G,M,0,,20230930,CC,2.47442526,24.7442526
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,P5,PIPO,282,11.5,8.9,38.2,17,L,6.5,NA,G,NA,0,,20230930,CC,0.43201134,4.3201134
Salter,20230919,21,5,"CC, CM, NS",0.1,ft,in,P6,PIPO,315,31.5,25,88.8,21.2,L,11.7,NA,GPT,D,0,,20230930,CC,3.40875,34.0875
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,941,PIPO,40,16,16,66.2,22.6,L,3,NA,G,M,0,,20230927,CC,1.396224,13.96224
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P2,PIPO,81,7,18.5,63.2,13.4,L,3.1,NA,G,M,0,,20230927,CC,1.8666315,18.666315
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P3,PIPO,110,36.5,11.8,54.2,21.6,L,4.3,NA,G,D,0,,20230927,CC,0.75941496,7.5941496
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P4,PIPO,178,32,11.2,39.2,21.1,L,8.4,NA,G,S,0,,20230927,CC,0.68414976,6.8414976
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P5,PIPO,184,29,16.1,63.9,34.2,L,7,NA,G,D,0,,20230927,CC,1.41373134,14.1373134
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P6,PIPO,192,26.5,15,53.1,14.8,L,7,NA,G,D,0,,20230927,CC,1.22715,12.2715
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P7,PIPO,258,11.5,11.8,42.4,20.3,L,6,NA,G,S,0,,20230927,CC,0.75941496,7.5941496
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P8,PIPO,282,34.5,11.9,50.9,23.2,L,3.4,NA,G,M,0,,20230927,CC,0.77234094,7.7234094
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P9,PIPO,297,7.5,17.6,69.9,30.2,L,2,NA,G,D,0,,20230927,CC,1.68943104,16.8943104
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P10,PIPO,298,28,12.3,63.5,35.3,L,1,NA,G,D,1,,20230927,CC,0.82513566,8.2513566
Salter,20230919,22,4,"CC, CM, NS",0.1,ft,in,P11,PIPO,326,33.5,10.6,53.1,27.8,L,6.3,NA,G,S,0,,20230927,CC,0.61281144,6.1281144
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,955,PIPO,82,36.5,15.5,68.9,9.5,L,2.6,NA,G,M,0,,20230927,CC,1.3103235,13.103235
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P2,PIPO,102,31.5,13.6,68.5,31,L,2.4,NA,G,M,0,,20230927,CC,1.00877184,10.0877184
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P3,PIPO,195,15,19.9,77.6,28.5,L,1,NA,G,M,0,,20230927,CC,2.15983854,21.5983854
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P4,PIPO,250,14.5,18.2,73.4,14.6,L,3.1,NA,G,M,0,,20230927,CC,1.80658296,18.0658296
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P5,PIPO,261,24,21.1,38.3,NA,NA,11.8,NA,G,N,0,,20230927,CC,2.42817534,24.2817534
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P6,PIPO,347,33.3,23.2,76.9,29.7,L,10.4,NA,G,M,0,,20230927,CC,2.93556096,29.3556096
Salter,20230919,23,4,"CC, CM, NS",0.1,ft,in,P7,PIPO,359,30,5.5,12.5,NA,NA,7.6,NA,G,N,0,,20230927,CC,0.1649835,1.649835
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,P1,PIPO,5,32.5,15.6,50.4,17.9,L,13,NA,NA,NA,0,Cored at dbh,20230927,CC,1.32728544,13.2728544
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q1,QUGA,91,31,5.4,12.5,6.3,L,1,NA,NA,NA,0,,20230927,CC,0.15903864,1.5903864
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q2,QUGA,97,32,6,14.4,6,L,1,NA,NA,NA,0,,20230927,CC,0.196344,1.96344
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q3,QUGA,98,28,4.7,6.1,5,L,1,NA,NA,NA,0,,20230927,CC,0.12047886,1.2047886
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q4,QUGA,99,28.5,4.9,6.4,5.2,L,1,NA,NA,NA,0,,20230927,CC,0.13095054,1.3095054
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q5,QUGA,101,33,5,15.3,NA,D2,1,NA,NA,NA,NA,,20230927,CC,0.13635,1.3635
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q6,QUGA,104,28.5,4.3,13.7,NA,D2,1,NA,NA,NA,NA,,20230927,CC,0.10084446,1.0084446
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q7,QUGA,105,22.5,4.2,9.3,NA,D2,1,NA,NA,NA,NA,,20230927,CC,0.09620856,0.9620856
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q8,QUGA,109,25,4.4,9.2,NA,D2,1,NA,NA,NA,NA,,20230927,CC,0.10558944,1.0558944
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q10,QUGA,110,35,4.3,9.8,NA,D3,5.7,NA,NA,NA,NA,,20230927,CC,0.10084446,1.0084446
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q9,QUGA,110,28.5,4.4,13.4,NA,D2,1,NA,NA,NA,NA,,20230927,CC,0.10558944,1.0558944
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q11,QUGA,116,25,4.2,15.4,NA,D2,2.3,NA,NA,NA,NA,,20230927,CC,0.09620856,0.9620856
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,954,PIPO,120,22.5,12.6,62.3,23.6,L,3.9,NA,G,S,1,,20230927,CC,0.86587704,8.6587704
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q12,QUGA,129,25,4.7,15.5,NA,D2,2,NA,NA,NA,NA,,20230927,CC,0.12047886,1.2047886
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,P3,PIPO,142,12.5,16.7,54.2,19.1,L,3.5,NA,G,D,0,Cored at dbh,20230927,CC,1.52106606,15.2106606
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q13,QUGA,142,28,4.4,14.4,NA,D1,2.9,NA,NA,NA,NA,,20230927,CC,0.10558944,1.0558944
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q14,QUGA,147,25,4.5,11,NA,D1,3,NA,NA,NA,NA,,20230927,CC,0.1104435,1.104435
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q15,QUGA,173,19.5,4.8,11.4,NA,D1,3.1,NA,NA,NA,NA,,20230927,CC,0.12566016,1.2566016
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q16,QUGA,190,13.5,4.1,7.6,NA,D3,2.8,NA,NA,NA,NA,,20230927,CC,0.09168174,0.9168174
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q17,QUGA,245,32,5.8,10.4,NA,D2,0.7,NA,NA,NA,NA,,20230927,CC,0.18347256,1.8347256
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q18,QUGA,248,36,5,16.2,4,L,0.5,NA,NA,NA,0,,20230927,CC,0.13635,1.3635
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q19,QUGA,249,36,6.2,19,6,L,0.7,NA,NA,NA,1,,20230927,CC,0.20965176,2.0965176
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,Q20,QUGA,262,36,5.2,17.2,NA,D2,4,NA,NA,NA,NA,,20230927,CC,0.14747616,1.4747616
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,P4,PIPO,284,36,18.5,51,19.4,L,7.8,NA,G,D,0,,20230927,CC,1.8666315,18.666315
Salter,20230918,24,4,"CC, CM, NS",0.1,ft,in,P5,PIPO,358,35,26.6,83.3,29.2,L,9.3,NA,G,D,0,Cored at dbh,20230927,CC,3.85903224,38.5903224
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,101,PIPO,84,16,16.4,73,27.9,L,2,NA,G,D,0,Cored at dbh,20230926,CC,1.46690784,14.6690784
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,102,PIPO,93,22,16.5,66,36.1,L,3,NA,G,D,0,,20230926,CC,1.4848515,14.848515
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,103,PIPO,102,31.5,16.6,67.6,28.9,L,5,NA,G,D,0,,20230926,CC,1.50290424,15.0290424
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,104,PIPO,209,9,9.8,46,20.8,L,6.5,NA,G,D,0,,20230926,CC,0.52380216,5.2380216
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,105,PIPO,217,10,8.7,50,18.3,L,5.2,NA,G,D,0,,20230926,CC,0.41281326,4.1281326
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,106,PIPO,225,17,14.3,62.2,24.1,L,9,NA,G,D,0,Cored at dbh,20230926,CC,1.11528846,11.1528846
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,107,PIPO,239,25.5,13.4,40.8,20.4,L,6.5,NA,G,S,0,,20230926,CC,0.97932024,9.7932024
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,108,PIPO,252,29,22.9,73,29.7,L,12,NA,G,D,0,Cored at dbh,20230926,CC,2.86013214,28.6013214
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,109,PIPO,329,29,9.5,39.6,13.3,L,4,NA,G,D,0,,20230926,CC,0.4922235,4.922235
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,110,PIPO,333,29,17.4,68.4,23.4,L,8,NA,G,D,0,,20230926,CC,1.65125304,16.5125304
Salter,20230913,25,8,"CC, CM, NS",0.1,ft,in,111,PIPO,346,36.5,15.8,68.7,23.6,L,6.2,NA,G,D,0,,20230926,CC,1.36153656,13.6153656
Salter,20230913,26,8,"CC, CM, NS",0.1,ft,in,P1,PIPO,49,30.5,12.5,65.9,30.5,L,11.7,NA,G,D,0,,20230926,CC,0.8521875,8.521875
Salter,20230913,26,8,"CC, CM, NS",0.1,ft,in,P2,PIPO,129,29,17.6,57.5,25.1,L,20.1,NA,G,D,0,,20230926,CC,1.68943104,16.8943104
Salter,20230913,26,8,"CC, CM, NS",0.1,ft,in,LT001,PIPO,NA,NA,34.9,89,40.8,L,NA,NA,G,D,1,Salter-HC-near026,20230926,CC,6.64302654,66.4302654
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P112,PIPO,15,16.5,15,70,30.3,L,16.8,NA,G,M,0,cored at 1.2 ft,20230926,CC,1.22715,12.2715
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P113,PIPO,19,31.5,22.7,73.6,34.4,L,15,NA,G,D,0,,20230926,CC,2.81039166,28.1039166
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,934,PIPO,42,24.5,17,58,45.4,L,39.4,NA,G,M,0,,20230925,CC,1.576206,15.76206
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P2,PIPO,59,7.5,15,65.3,46.2,L,22,NA,G,D,0,,20230925,CC,1.22715,12.2715
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P114,PIPO,72,27,9,49.8,36,L,25,NA,G,S,0,,20230926,CC,0.441774,4.41774
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P115,PIPO,77,17.5,13.1,70.5,37.5,L,18.6,NA,G,D,0,,20230926,CC,0.93596094,9.3596094
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P116,PIPO,115,20,23,71.4,23.7,L,26,NA,G,D,0,cored at 1.1 ft,20230926,CC,2.885166,28.85166
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P117,PIPO,139,37,20.4,75.9,26.9,L,20,NA,G,D,0,,20230926,CC,2.26973664,22.6973664
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P118,PIPO,181,25,17.9,68.9,33.5,L,16,NA,G,M,0,cored at 1.7 ft,20230926,CC,1.74751614,17.4751614
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P3,PIPO,194,24,17.2,60.2,47.1,L,24.5,NA,G,D,0,,20230925,CC,1.61351136,16.1351136
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P3,PIPO,197,25,16.4,72.5,23.6,L,20,NA,G,D,0,,20230925,CC,1.46690784,14.6690784
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P4,PIPO,206,15.5,9.6,55.1,24.5,L,5,NA,G,D,0,,20230925,CC,0.50264064,5.0264064
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P5,PIPO,232,23.5,17.7,83,46.2,L,7.4,NA,G,D,0,,20230925,CC,1.70868366,17.0868366
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P4,PIPO,235,18,13,58.1,41.9,L,27.9,NA,G,M,0,,20230925,CC,0.921726,9.21726
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P6,PIPO,239,20,10.1,52.1,25.5,L,5,NA,G,D,0,,20230925,CC,0.55636254,5.5636254
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P7,PIPO,270,22,18.7,77.8,35.6,L,12.7,NA,G,D,1,,20230925,CC,1.90720926,19.0720926
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P5,PIPO,281,27.5,19.7,59.4,46.7,L,40.4,NA,G,D,0,,20230925,CC,2.11664286,21.1664286
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P119,PIPO,291,29,17.1,76.8,27.6,L,6.7,NA,G,D,0,,20230926,CC,1.59480414,15.9480414
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P6,PIPO,292,26.5,6.8,30,NA,D1,30,NA,G,N,0,,20230925,CC,0.25219296,2.5219296
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P120,PIPO,324,18,16.1,71.8,24.6,L,6.5,NA,G,D,0,,20230926,CC,1.41373134,14.1373134
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P7,PIPO,327,21.5,10.1,38,NA,D3,38,NA,D,N,0,,20230925,CC,0.55636254,5.5636254
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P8,PIPO,338,25.5,18.4,69.8,46.3,L,31.3,NA,G,D,0,,20230925,CC,1.84650624,18.4650624
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P121,PIPO,352,31.5,17.7,77.9,30.6,L,7,NA,G,D,0,,20230926,CC,1.70868366,17.0868366
Salter,20230913,27,8,"CC, CM, NS",0.1,ft,in,P122,PIPO,353,32,18.3,72.9,31,L,11.8,NA,G,D,0,,20230926,CC,1.82649006,18.2649006
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P1,PIPO,54,29,14.3,66.3,39.3,L,14.7,NA,G,D,0,Cored at dbh,20230926,CC,1.11528846,11.1528846
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P2,PIPO,64,36,8.9,52.3,NA,D1,20.1,NA,NA,NA,NA,,20230926,CC,0.43201134,4.3201134
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P3,PIPO,106,35.5,18,58.1,38.6,L,26.2,NA,G,D,0,cored at dbh,20230926,CC,1.767096,17.67096
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P4,PIPO,137,33,8.5,43.7,26.1,L,4.3,NA,G,NA,0,,20230926,CC,0.3940515,3.940515
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P5,PIPO,176,12.5,17.5,73.5,36.4,L,10.6,NA,G,D,0,,20230926,CC,1.6702875,16.702875
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P6,PIPO,181,20,13.6,65.1,32.5,L,9.6,NA,G,D,0,,20230926,CC,1.00877184,10.0877184
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P7,PIPO,204,35,14.8,61.4,25.2,L,4.7,NA,G,D,0,,20230926,CC,1.19464416,11.9464416
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P8,PIPO,218,28.5,13.7,57.8,43.6,L,3.2,NA,G,S,0,,20230926,CC,1.02366126,10.2366126
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P9,PIPO,234,17.5,11.8,57.6,31.5,L,5,NA,G,D,0,,20230926,CC,0.75941496,7.5941496
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P10,PIPO,335,10,20.1,67.7,42.8,L,38,NA,G,D,0,cored at dbh,20230926,CC,2.20347054,22.0347054
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,P11,PIPO,355,25,7.2,34.6,25.9,L,8.7,NA,G,S,0,,20230926,CC,0.28273536,2.8273536
Salter,20230913,28,9,"CC, CM, NS",0.1,ft,in,LT002,PIPO,NA,NA,30.5,91.7,41.8,L,NA,NA,G,NA,NA,"37.569969, -108.485422",20230926,CC,5.0735835,50.735835
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P1,PIPO,6,25,11.2,57.7,21.3,L,12,NA,G,D,0,,20230927,CC,0.68414976,6.8414976
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P2,PIPO,7,23.5,5.7,28,NA,D1,9,NA,NA,NA,NA,,20230927,CC,0.17720046,1.7720046
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,938,PIPO,41,30,20.2,75.6,31.6,L,5.4,NA,G,D,0,,20230927,CC,2.22545016,22.2545016
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P4,PIPO,68,27,17.9,69.2,33.3,L,17.3,NA,G,D,0,Cored at dbh,20230927,CC,1.74751614,17.4751614
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P5,PIPO,74,34,23.6,81.6,32.1,L,28,NA,G,D,0,Cored at dbh,20230927,CC,3.03765984,30.3765984
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P6,PIPO,126,31,17.3,52.1,20.4,L,9.7,NA,G,M,0,,20230927,CC,1.63232766,16.3232766
Salter,20230918,30,9,"CC, CM, NS",0.1,ft,in,P7,PIPO,239,18,20.1,80,18.1,L,9.3,NA,G,M,0,,20230927,CC,2.20347054,22.0347054
Salter,20230918,31,9,"CC, CM, NS",0.1,ft,in,P1,PIPO,32,24,18.4,66,23.8,L,9.7,NA,G,M,0,,20230927,CC,1.84650624,18.4650624
Salter,20230918,31,9,"CC, CM, NS",0.1,ft,in,956,PIPO,178,26,26.7,93.1,36.5,L,17,NA,G,M,0,,20230927,CC,3.88810206,38.8810206
Salter,20230918,31,9,"CC, CM, NS",0.1,ft,in,P3,PIPO,229,30.5,19.9,92,50.7,L,14.9,NA,G,M,0,,20230927,CC,2.15983854,21.5983854
Salter,20230918,31,9,"CC, CM, NS",0.1,ft,in,P4,PIPO,233,33.5,15.2,75.2,53.8,L,10.2,NA,G,M,0,,20230927,CC,1.26009216,12.6009216
Salter,20230918,31,9,"CC, CM, NS",0.1,ft,in,P5,PIPO,275,15.5,22.8,87.5,35.2,L,18.8,NA,G,M,0,,20230927,CC,2.83520736,28.3520736
Salter,20230918,33,9,"CC, CM, NS",0.1,ft,in,939,PIPO,75,20.5,25.4,79.7,20.2,L,5.7,NA,G,M,0,Cored at dbh,20230927,CC,3.51870264,35.1870264
Salter,20230918,33,9,"CC, CM, NS",0.1,ft,in,P2,PIPO,230,36,19.2,75.7,31,L,7.7,NA,G,M,0,Cored at dbh,20230927,CC,2.01056256,20.1056256
Salter,20230918,33,9,"CC, CM, NS",0.1,ft,in,P3,PIPO,285,21,23.6,76.3,26.3,L,12.2,NA,G,D,1,,20230927,CC,3.03765984,30.3765984
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P1,PIPO,2,35.5,11.2,55.5,35,L,6.1,NA,G,S,0,,20230925,CC,0.68414976,6.8414976
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P2,PIPO,9,26.5,15.4,63.3,37.1,L,15,NA,G,M,0,,20230925,CC,1.29347064,12.9347064
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P3,PIPO,17,35.5,7.2,37.4,NA,D1,11,NA,G,N,0,,20230925,CC,0.28273536,2.8273536
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P1,PIPO,63,19.5,6.6,38.7,8.7,L,3.5,NA,G,N,0,,20230925,CC,0.23757624,2.3757624
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,933,PIPO,69,16,15.4,59.4,31.3,L,10,NA,G,D,0,,20230925,CC,1.29347064,12.9347064
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,957,PIPO,71,16,25.9,97.1,35.6,L,15.2,NA,G,D,0,,20230925,CC,3.65859774,36.5859774
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P5,PIPO,140,23,15.4,56.4,23.6,L,12,NA,G,D,0,,20230925,CC,1.29347064,12.9347064
Salter,20230914,34,9,"CC, CM, NS",0.1,ft,in,P6,PIPO,205,30,17.4,61,26.1,L,15,NA,G,M,0,CORED @ DBH,20230925,CC,1.65125304,16.5125304
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P1,PIPO,5,21,23.2,83,27.5,L,1,NA,G,D,0,,20231014,CC,2.93556096,29.3556096
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P2,PIPO,15,17,11,39.5,14.7,L,2.5,NA,G,S,0,,20231014,CC,0.659934,6.59934
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,147,PIPO,88,34.5,12.6,52.7,15.2,L,0.5,NA,G,S,0,,20231014,CC,0.86587704,8.6587704
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P4,PIPO,117,21,15.6,66.5,25.7,L,8.4,NA,G,M,0,,20231014,CC,1.32728544,13.2728544
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P5,PIPO,133,21,8.3,43.5,18.2,L,5.5,NA,G,N,1,,20231014,CC,0.37572606,3.7572606
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P6,PIPO,199,17,12.3,56.7,12.2,L,2.7,NA,G,M,0,,20231014,CC,0.82513566,8.2513566
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P7,PIPO,211,31,14.4,62.7,42.2,L,3,NA,G,N,1,,20231014,CC,1.13094144,11.3094144
Salter,20231004,35,10,"CC, NS, CP",0.1,ft,in,P8,PIPO,256,22,22.7,73.7,33.1,L,1,NA,G,D,0,,20231014,CC,2.81039166,28.1039166
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,145,PIPO,2,30,15,81.7,41.4,L,31,NA,G,M,0,,20231014,CC,1.22715,12.2715
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,P2,PIPO,8,8.5,16.1,73.6,39.7,L,30,NA,G,M,0,,20231014,CC,1.41373134,14.1373134
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,P3,PIPO,68,19,18.8,81.8,43.6,L,31,NA,G,D,0,,20231014,CC,1.92766176,19.2766176
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,P4,PIPO,178,15,17.4,17.4,19.1,L,15.5,NA,G,D,0,,20231014,CC,1.65125304,16.5125304
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q1,PIPO,193,31.5,4.8,14.1,NA,D1,0.5,NA,NA,NA,NA,,20231014,CC,0.12566016,1.2566016
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q2,PIPO,193,34,4.4,14.6,NA,D1,0.5,NA,NA,NA,NA,,20231014,CC,0.10558944,1.0558944
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q3,PIPO,203,26.5,4.4,13,NA,D1,0.5,NA,NA,NA,NA,,20231014,CC,0.10558944,1.0558944
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q4,PIPO,205,29,4.7,18,5.1,L,0.5,NA,NA,NA,1,,20231014,CC,0.12047886,1.2047886
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q5,PIPO,210,35,4.5,14.5,4.5,L,0.5,NA,NA,NA,1,,20231014,CC,0.1104435,1.104435
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,Q6,PIPO,215,33,4.8,14.9,4,L,0.5,NA,NA,NA,0,,20231014,CC,0.12566016,1.2566016
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,P5,PIPO,316,26.5,15.3,70.7,37.6,L,36,NA,G,D,0,,20231014,CC,1.27672686,12.7672686
Salter,20231005,36,10,"CC, NS, CP",0.1,ft,in,P6,PIPO,327,35.5,22.3,87.7,48.3,L,47,NA,G,M,0,,20231014,CC,2.71221966,27.1221966
Salter,20231005,37,10,"CC, NS, CP",0.1,ft,in,P1,PIPO,152,14.5,21.9,76.6,32.7,L,3.7,NA,G,D,0,,20231014,CC,2.61579294,26.1579294
Salter,20231005,37,10,"CC, NS, CP",0.1,ft,in,146,PIPO,208,29,14.5,60,21,L,3.5,NA,G,D,0,,20231014,CC,1.1467035,11.467035
Salter,20231005,37,10,"CC, NS, CP",0.1,ft,in,P3,PIPO,266,15,20.6,65,19,L,4.8,NA,G,D,1,,20231014,CC,2.31445944,23.1445944
Salter,20231005,37,10,"CC, NS, CP",0.1,ft,in,P4,PIPO,342,17.5,17.4,57.5,19.2,L,7.5,NA,G,M,0,,20231014,CC,1.65125304,16.5125304
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P1,PIPO,6,12.5,12.2,63.3,37.9,L,12.2,NA,G,S,0,,20231014,CC,0.81177336,8.1177336
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P2,PIPO,45,21,19.5,73.8,39.3,L,24.5,NA,G,M,0,,20231014,CC,2.0738835,20.738835
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P3,PIPO,109,34.5,16,53.9,32.1,L,17.5,NA,G,M,0,,20231014,CC,1.396224,13.96224
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P4,PIPO,130,21,17.4,70.5,34,L,10.5,NA,G,M,0,,20231014,CC,1.65125304,16.5125304
Salter,20231005,38,10,"CC, NS, CP",0.1,ft,in,P5,PIPO,133,19.5,10.2,52.7,49.7,L,11,NA,G,NA,0,,20231014,CC,0.56743416,5.6743416
