ObjectID,GlobalID,VisitCode_Quadrat,Location of Quadrat,quadphotos_VisitCode,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,BareGround,LitterDuff,Gravel,Rock,LichenMoss,WoodyBasal,FWD,CWD,Column1,Total Ground Cover,Graminoid Cover,Forb Cover,Shrub Cover,Seedling Cover,hr1,hr10,hr100,ParentGlobalID,CreationDate,Creator,EditDate,Editor
768,cf3d3e3b-ad9f-4f2b-b1c5-bfeec081b5f2,72.Pre,7.5m,72.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,72,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.05,0.09,763fbeee-51ee-4a7f-b491-e9174675ee7c,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
769,38331d29-1e4f-43ba-9177-87f6bb22699f,72.Pre,0m,72.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,72,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.04,0.01,0.1,763fbeee-51ee-4a7f-b491-e9174675ee7c,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
766,b268ce31-f7a2-456e-995b-ce46f747b5e4,72.Pre,30m,72.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,72,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.03,0.3,763fbeee-51ee-4a7f-b491-e9174675ee7c,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
767,a5635694-a27c-45de-8348-8a4f77f2fcfe,72.Pre,22.5m,72.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,72,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.01,0.04,,763fbeee-51ee-4a7f-b491-e9174675ee7c,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
756,a7aa69f5-e0b4-4f21-b5fa-bb85c89b465f,74.Pre,0m,74.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,74,NA,0,0,0,0,0,0,0,0,0,0,,,,,,0.05,0.08,018792e8-7608-4d32-b2bf-9f88b3b1efa0,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
755,223e0bd7-e687-4f07-8f40-e72082513189,74.Pre,22.5m,74.Pre,LonePine,Pre,Control,Yes,Canyon_creek,,74,NA,0,0,0,0,0,0,0,0,0,0,,,,,0.02,,,018792e8-7608-4d32-b2bf-9f88b3b1efa0,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
625,c7ed104e-137e-434b-aa99-6180b5422215,11.Rx,30m,11.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_1,11,NA,0,92,0,3,0,1,4,0,100,100,0,1,30,0,0.09,0.2,0,cc03d707-d061-4d4c-991b-d1ee2e3707bc,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
626,2ed55ec0-7d39-43a8-940a-036683406eb2,11.Rx,0m,11.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_1,11,NA,0,92,0,1,0,0,3,4,100,100,2,13,22,0,0.04,0,0.5,cc03d707-d061-4d4c-991b-d1ee2e3707bc,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
627,e04f8708-40ac-4c38-9aff-d398ae389d79,11.Rx,7.5m,11.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_1,11,NA,0,91,0,2,0,0,7,0,100,100,0,18,0,0,0.09,0.04,0.1,cc03d707-d061-4d4c-991b-d1ee2e3707bc,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
305,45740347-6494-45d5-8f0d-8b0991f63828,84.Pre,,84.Pre,LonePine,Pre,STS,No,Bradfield,BR05,84,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,5e7218ec-cc9e-4917-9982-d1e047d79ab6,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
378,e590026a-e69e-4164-9281-ea3f0919ce72,84.Pre,,84.Pre,LonePine,Pre,STS,No,Bradfield,BR05,84,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,bf20f6f1-be4d-48b1-a034-67911b1acc1e,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
312,538854e9-2b1e-4e13-b5d3-8df4b4349800,85.Pre,,85.Pre,LonePine,Pre,STS,No,Bradfield,BR05,85,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,e9d29adc-855a-4039-b4b3-1a83725fde64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
377,5cce4ab4-9e91-4cfa-b767-676d7a3b50cc,85.Pre,,85.Pre,LonePine,Pre,STS,No,Bradfield,BR05,85,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,9da3cb42-b0fa-408b-9f62-60cb0298a524,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
311,a104a84d-845f-4dcd-bbf0-26a04ba56753,86.Pre,,86.Pre,LonePine,Pre,STS,No,Bradfield,BR05,86,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,9e2f9e50-3951-401c-bc00-b3a2a8683843,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
375,35d2237f-8c33-4528-8062-2b6c22f08e5c,86.Pre,,86.Pre,LonePine,Pre,STS,No,Bradfield,,86,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,4dc74f85-050f-4690-a15b-5281b9f87907,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
621,5018c57b-9d72-4cec-8dd8-99e3464e61f6,12.Rx,0m,12.Rx,LonePine,Rx,Control,,brenna_project,DOLC_1_2,12,NA,0,24,0,45,0,1,30,0,100,100,1,1,85,0,0.5,1,1.5,a96405f4-6cde-4b9e-89e8-af2dbc1aab1e,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
622,9449871b-fe67-4a17-8d44-7e39025e9b9d,12.Rx,7.5m,12.Rx,LonePine,Rx,Control,,brenna_project,DOLC_1_2,12,NA,0,74,0,12,0,2,9,3,100,100,1,5,78,0,0.09,0.07,1,a96405f4-6cde-4b9e-89e8-af2dbc1aab1e,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
623,e8f259b0-27f9-4491-b20f-e262c8db6e33,12.Rx,,12.Rx,LonePine,Rx,Control,,brenna_project,DOLC_1_2,12,NA,0,86,0,7,0,0,7,0,100,100,0,20,12,0,0.04,0.06,0,a96405f4-6cde-4b9e-89e8-af2dbc1aab1e,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
376,d79c5ca0-48ce-4db0-97ad-a9fe77298f4c,86.Pre,,86.Pre,LonePine,Pre,STS,No,Bradfield,,86,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,bc77d549-4835-40e7-9237-3eca8ede29e4,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
306,6a582c75-f754-4a87-928c-97c658768a6d,87.Pre,,87.Pre,LonePine,Pre,STS,No,Bradfield,BR05,87,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,1b7fdf4a-d7ae-40ca-acda-ba4eb942a1dd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
300,d11d4c27-008e-4cd3-b006-f6cf14467602,88.Pre,,88.Pre,LonePine,Pre,STS,No,Bradfield,BR05,88,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,d9438d4e-17e5-49c1-8880-70d6a111263a,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
374,9468400e-7f2f-493e-96f3-b39129e36ffd,88.Pre,,88.Pre,LonePine,Pre,STS,No,Bradfield,BR05,88,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,e52b5fa4-8c6e-4f57-bf39-a8cc10da2027,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
299,77d06685-373e-4361-ab0f-77904be40931,89.Pre,,89.Pre,LonePine,Pre,STS,No,Beadfield ,BR05,89,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,6711f389-653f-4952-9a30-71e1848eefa2,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
373,64b69eee-86d6-44a2-8e11-d6517b70b642,89.Pre,,89.Pre,LonePine,Pre,STS,No,Bradfield,BR05,89,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,844ac999-cbc5-429f-9d04-95cf4acaf3ab,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
298,2b25df95-fd36-4be0-a125-bdf6e71a5e45,90.Pre,,90.Pre,LonePine,Pre,STS,No,Bradfield,BR05,90,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,5dde1304-9dba-4733-8506-255b1a36bb67,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
618,b47c75e6-cb06-4066-90c8-fffc0b3f1d99,13.Rx,7.5m,13.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_3,13,NA,2,78,0,14,0,0,6,0,100,100,1,1,0,0,0.08,0.05,0.1,fb2f2af7-5c3b-4d58-8415-741ac668f6e9,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
619,f4eb8ac9-126a-4a19-b243-1387cb401b2b,13.Rx,0m,13.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_3,13,NA,0,31,0,45,0,2,2,20,100,100,0,0,78,0,0.03,0.5,5,fb2f2af7-5c3b-4d58-8415-741ac668f6e9,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
620,35029631-ce02-4cc8-851c-60247b8d4780,13.Rx,30m,13.Rx,LonePine,Rx,Control,No,brenna_project,DOLC_1_3,13,NA,1,85,0,8,0,0,3,3,100,100,0,0,0,0,0.04,0.05,1,fb2f2af7-5c3b-4d58-8415-741ac668f6e9,8/11/2020 13:26,MSI.swindell,8/11/2020 13:26,MSI.swindell
372,cd44a315-e4d8-4341-8f2b-d43ff0b9fa3c,90.Pre,,90.Pre,LonePine,Pre,STS,No,Bradfield,BR05,90,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,9a1ae9af-8cda-4966-b204-0fa444af6a5b,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
162,e0784f8c-0d2b-4092-8945-6a0a1f318ecb,91.Pre,,91.Pre,LonePine,Pre,LTR,No,wolf_den,,91,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,56f5a838-cc3d-4137-bd79-4b124175244d,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
163,7e3a3fc6-6460-4924-af3c-23dcdcf302fe,92.Pre,,92.Pre,LonePine,Pre,LTR,No,wolf_den,,92,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,3c60cf01-d83e-43ed-a96b-497f5b359ca8,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
164,bce17eec-91c5-4376-9a7d-b1262c7523bf,93.Pre,,93.Pre,LonePine,Pre,LTR,No,wolf_den,,93,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,8d48ef3d-afb2-4fd6-b18c-e34030689d1f,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
167,7b7413da-6c2d-4087-8a0c-6696c8801b30,93.Pre,,93.Pre,LonePine,Pre,LTR,No,wolf_den,,93,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,2f572f44-be94-45b9-95e2-aa1c69f333e5,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
165,11ee0397-b840-4b10-9049-736b61b5382c,94.Pre,,94.Pre,LonePine,Pre,LTR,No,wolf_den,,94,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,97d53911-cb84-4ebc-a547-61695569515a,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
166,575b5cb6-b0e9-462d-8bc5-efee71b679a2,95.Pre,,95.Pre,LonePine,Pre,LTR,No,wolf_den,,95,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,8b405fc2-25c5-4e5c-8063-cb4deb52ba72,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
168,8e88cfe6-ef49-41a8-bad6-cb5e1852c2f1,97.Pre,,97.Pre,LonePine,Pre,LTR,No,wolf_den,,97,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,8d5b6763-db1d-4f24-9655-c1d87f10932e,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
